,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn
646,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7 6,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,672,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1730,174619769,7b310580-83e4-477b-9fe2-3bbd400ab5cf,2021-04-28T20:42:32,,[],submitted_via_web,,[],SLV,0,0,0,0,1,0,,1
647,1,38,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,3.0,99.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,6,1.0,673,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1739,174620379,23f19474-d456-461e-8dec-507d2d0b2b71,2021-04-28T20:45:47,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,,1
648,2,16,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,3.0,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,6,1.0,674,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1739,174620379,23f19474-d456-461e-8dec-507d2d0b2b71,2021-04-28T20:45:47,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,,1
649,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,676,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1743,174620403,2a746143-80c7-46e0-b9af-ac262ae9cba9,2021-04-28T20:45:53,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,,1
650,2,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,11000.0,3.0,1.0,80.0,10.0,5.0,5.0,100.0,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,675,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1743,174620403,2a746143-80c7-46e0-b9af-ac262ae9cba9,2021-04-28T20:45:53,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,3666.666666666666,1
651,1,23,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,3.0,99.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,677,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1744,174620407,8550734f-0113-4441-a56a-54487afafead,2021-04-28T20:45:55,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,,1
652,2,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,679,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1749,174620527,d88ad9e5-d767-438d-8f56-109d1040a567,2021-04-28T20:46:22,,[],submitted_via_web,,[],SLV,0,0,1,0,1,0,,1
653,2,20,1 3 8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1700.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,,678,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1749,174620527,d88ad9e5-d767-438d-8f56-109d1040a567,2021-04-28T20:46:22,,[],submitted_via_web,,[],SLV,0,1,0,0,0,1,1700.0,1
654,2,32,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1000.0,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,99,,680,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1761,174621548,e824da5a-9889-443d-896d-b994df219229,2021-04-28T20:52:30,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,1000.0,1
655,1,24,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,12000.0,1.0,99.0,,,,,,,1 7,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,681,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1763,174621927,c5882152-8fcf-47b3-b207-0db12a124a49,2021-04-28T20:53:36,,[],submitted_via_web,,[],SLV,1,0,1,0,1,0,12000.0,1
656,2,45,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2500.0,1.0,99.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,682,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1764,174621935,09582bca-f006-4f71-ab8e-59edc91a2556,2021-04-28T20:53:39,,[],submitted_via_web,,[],SLV,0,1,0,0,0,1,2500.0,1
657,2,33,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2500.0,1.0,99.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,683,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1764,174621935,09582bca-f006-4f71-ab8e-59edc91a2556,2021-04-28T20:53:39,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,2500.0,1
658,1,21,1 6 2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,25000.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,684,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1766,174622218,8b1cf16c-9f02-417f-8351-87cd18f0a446,2021-04-28T20:54:35,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,25000.0,1
659,1,5,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,25000.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,685,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1766,174622218,8b1cf16c-9f02-417f-8351-87cd18f0a446,2021-04-28T20:54:35,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,25000.0,1
660,2,2,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,25000.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,686,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1766,174622218,8b1cf16c-9f02-417f-8351-87cd18f0a446,2021-04-28T20:54:35,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,25000.0,1
661,1,20,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,7 6,0,0,0,0,0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,687,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1767,174622230,7008dc38-8cae-4ee9-ac3f-06b1246b1995,2021-04-28T20:54:41,,[],submitted_via_web,,[],SLV,0,1,1,0,1,0,,1
662,2,28,14 1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,9500.0,1.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,688,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1770,174622661,08095435-93b6-4d5d-bf0a-2713235c7054,2021-04-28T20:57:30,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,9500.0,1
663,2,36,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8 9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0,300.0,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,6.0,689,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1771,174622666,18f69385-17a9-4cc3-8e39-51888554ef96,2021-04-28T20:57:31,,[],submitted_via_web,,[],SLV,0,0,1,0,1,1,300.0,1
664,2,27,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7000.0,1.0,1.0,20.0,7.0,20.0,53.0,100.0,,2 7,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,690,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1772,174622670,b974cf0c-b76c-4d71-a200-e8d022148011,2021-04-28T20:57:32,,[],submitted_via_web,,[],SLV,1,0,1,0,1,0,7000.0,1
665,2,49,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,691,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1782,174622736,569a43b9-6a52-43ff-b743-2394166ee01e,2021-04-28T20:57:44,,[],submitted_via_web,,[],SLV,0,0,1,0,1,0,,1
666,1,19,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,692,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1786,174624809,4bd8ea3f-7fa8-409b-9840-e91158017a91,2021-04-28T21:10:37,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,3500.0,1
667,2,29,1 7 6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7000.0,2.0,0.0,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,693,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1789,174626625,8f2d527c-2bdb-4536-b6ec-463a7ceef65c,2021-04-28T21:24:53,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,3500.0,1
668,2,28,1 3 2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,9000.0,2.0,0.0,,,,,,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,694,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1789,174626625,8f2d527c-2bdb-4536-b6ec-463a7ceef65c,2021-04-28T21:24:53,,[],submitted_via_web,,[],SLV,1,1,0,0,1,0,4500.0,1
669,1,30,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,695,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1798,174627189,25ddbdd3-7193-4015-affe-33d56752c4de,2021-04-28T21:26:40,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1
670,1,27,7 1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,696,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1798,174627189,25ddbdd3-7193-4015-affe-33d56752c4de,2021-04-28T21:26:40,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1
671,2,20,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7000.0,3.0,0.0,,,,,,,1 7,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,697,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1799,174627195,e9672dcd-b428-4162-a2d3-488290ae7a67,2021-04-28T21:26:41,,[],submitted_via_web,,[],SLV,1,0,1,0,1,0,2333.333333333333,1
672,2,32,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,7000.0,3.0,0.0,,,,,,,6 8,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,698,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1799,174627195,e9672dcd-b428-4162-a2d3-488290ae7a67,2021-04-28T21:26:41,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,2333.333333333333,1
673,2,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,2.0,1.0,20.0,20.0,80.0,0.0,120.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,6,1.0,699,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1800,174627285,285b5a1c-3bca-41d4-b770-93318cb313e8,2021-04-28T21:27:12,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,,1
674,2,25,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,300.0,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,6,1.0,700,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1800,174627285,285b5a1c-3bca-41d4-b770-93318cb313e8,2021-04-28T21:27:12,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,300.0,1
675,2,40,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7 5,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.0,,,,,,,5 10,0,0,0,0,1,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,99,,2,6.0,701,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1803,174628200,82829972-5af9-4f23-9003-dc14ef3fac81,2021-04-28T21:34:05,,[],submitted_via_web,,[],SLV,0,1,1,0,1,0,,1
676,1,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,99,,702,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1804,174628219,b891d371-6c9f-48c5-b2ca-0a1ad8898823,2021-04-28T21:34:11,,[],submitted_via_web,,[],SLV,0,1,0,0,0,1,,1
677,2,42,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,6,1.0,703,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1820,174630961,316b89f5-95c9-4220-b26c-515f944c1de4,2021-04-28T21:56:11,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,0,1,,1
678,2,45,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1,,704,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1824,174631108,016e2fbf-2e13-46e6-acd6-bc3b4da2dcb4,2021-04-28T21:57:29,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,,1
679,1,50,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4,,1,,705,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1824,174631108,016e2fbf-2e13-46e6-acd6-bc3b4da2dcb4,2021-04-28T21:57:29,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,0,0,0,1,,1
680,2,32,1 3 6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,706,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1825,174631128,ef429756-8eab-41c1-9478-a21825c68656,2021-04-28T21:57:42,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,0,1,,1
681,1,40,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1,,707,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1825,174631128,ef429756-8eab-41c1-9478-a21825c68656,2021-04-28T21:57:42,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,1,0,0,,1
682,2,32,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,9,0,0,0,0,0,0,0,0,1,0,0,0,2 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4 2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,708,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1825,174631128,ef429756-8eab-41c1-9478-a21825c68656,2021-04-28T21:57:42,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1
